,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Area Population-binned
62,0.5655515784177911,5,7,4,0.6226138665057956,1274474.5458934947,"PSC 9354, Box 0703
APO AA 58696-1278",Medium
63,0.6864510524226349,6,4,4,0.5248847330546818,1213530.8498658694,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847",Medium
64,0.5528224875363109,6,7,5,0.8417000617629739,1411730.4772588315,"122 Russo Neck
South Kevin, KY 20712-5282",High
65,0.5250379686421508,5,6,3,0.5398514815931974,858685.5659249562,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460",Medium
66,0.6123423993600214,5,6,3,0.576119274356875,1200961.8209226294,"7125 Mullins Cliff
Maryborough, WY 66971",Medium
67,0.6920329818662614,6,5,4,0.7107194668275376,1520234.2293774572,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319",High
68,0.6167301836072814,7,7,6,0.445540856925353,1360908.3196200058,"61090 Griffith Ridges
Craigstad, AK 28807-8602",Medium
69,0.6901883764065588,5,6,4,0.5980954022493213,1360920.5303860817,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483",Medium
70,0.58994721177074,4,7,3,0.6216802401574237,1146532.4547405615,"10973 Clark Trafficway
Meyersbury, LA 63237",Medium
71,0.7794962115631414,7,6,3,0.5355137099438387,1789098.5206914945,"91733 Baker Orchard
South Kyle, KS 37301",Medium
72,0.5318303968011628,5,6,3,0.6323235805288634,852099.4640268538,"024 William Course
East Charlotteview, DE 69073-3104",Medium
73,0.525094077900811,5,7,3,0.42633688111345713,746096.728900488,"PSC 4455, Box 3268
APO AP 45454",Medium
74,0.7037543691196695,5,7,6,0.4768245213369529,1534479.906564421,"562 Brown Junction Suite 282
Christopherborough, KS 20719",Medium
75,0.6578239418204886,5,6,3,0.5811177661912355,1215608.5310559657,"USCGC Thompson
FPO AA 13237-3887",Medium
76,0.5551200923340729,5,6,3,0.46540555292225044,941594.3284107696,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783",Medium
77,0.6019064023701121,4,8,4,0.8659168928915126,1204598.0374631258,"Unit 2139 Box 3667
DPO AP 49517",High
78,0.6121149822481015,7,7,3,0.4908145530802488,1597655.2584122843,"253 Golden Island
East Donald, CT 91882",Medium
79,0.5981263406464892,6,8,6,0.5647433963890206,1492011.4958621287,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205",Medium
80,0.5435794792574933,8,7,4,0.4433288806538257,1421216.5044408585,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398",Medium
81,0.6387249299545036,4,6,4,0.6955229025724997,1132522.9012947134,"2833 Townsend Cliffs
New Tommy, MP 86130-3426",High
82,0.7619334545628965,4,5,4,0.5209778658738025,1102821.4381808082,"708 Pena Ramp
Terryburgh, CA 31572-1304",Medium
83,0.7489156551180229,5,7,6,0.7605032964191839,1856211.350359604,"8030 Ruiz Dale
Shermanchester, KY 56950-5684",High
84,0.6190066041200567,6,7,3,0.6761609284554948,1687998.9329604746,"Unit 3857 Box 9497
DPO AE 92239",High
85,0.6009332761194792,5,6,4,0.5187371626377099,1063423.0072648665,"042 Mitchell Mountains
Adamsview, OR 44424",Medium
86,0.6053754086858593,6,6,3,0.40743453842949684,1177289.88620479,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759",Medium
87,0.6924677700286095,4,5,3,0.614843222590885,1173474.3788373224,"38449 Shaw Glen
Pattonside, TX 98415",Medium
88,0.7081934274460536,7,4,3,0.6747102167449477,1637259.9986677852,"82387 Hensley Bypass
Danielmouth, ME 30791",High
89,0.6273058987236078,5,7,4,0.5101478002326885,1238938.2905319994,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688",Medium
90,0.45407789572588136,4,5,3,0.47342037603596615,201898.08657249613,"2124 Garcia Viaduct
North Kellytown, DC 30864",Medium
91,0.669868115419844,6,8,6,0.41484609528734145,1439506.1015570092,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708",Medium
92,0.657423038624522,4,5,3,0.42039039944844225,585608.6326222321,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448",Medium
93,0.6070777763795479,7,6,3,0.5043593168727827,1294685.1585470121,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159",Medium
94,0.8862464586120888,6,6,3,0.5657488401488057,2014851.344161515,"035 Mark Bridge
West Craig, MT 78649",Medium
95,0.6842850507763187,6,6,4,0.7442438344752301,1840236.0058026887,"69600 Wilson Rue
Elizabethland, PW 17767-2884",High
96,0.6152538050619123,6,6,4,0.715717958661898,1441421.912993609,"001 Steve Plaza
Jessicastad, UT 25190",High
97,0.7000328287825153,6,7,4,0.3198460234699301,1498640.5506503703,"238 Anthony Drive
Acostahaven, AS 62753-6637",Low
98,0.6126618336175291,6,6,2,0.3140862670745896,954746.5764328244,"01818 Wilson Spurs
West Andreaton, SD 69568-7005",Low
99,0.6172347598220804,6,6,2,0.46620990793007855,1124635.9316285902,"95779 Walton Square
Bakershire, PR 49599",Medium
100,0.6432974457757068,5,7,3,0.57858979330949,1169944.2477587468,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969",Medium
101,0.6536987297258803,5,6,2,0.5332730067077462,1114430.95342313,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246",Medium
102,0.6891112738638919,8,6,4,0.6717800663592881,1783534.8388273641,"106 Williams Well Apt. 657
Samanthaview, PR 87811",High
103,0.5890499978020577,6,7,3,0.6903233219861823,1302933.2475692779,"Unit 3405 Box 4348
DPO AP 68816-2990",High
104,0.5338253597210512,6,6,4,0.6756438430933196,1241483.6118732512,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287",High
105,0.757125845621502,5,5,2,0.14099194208643945,954114.5439535476,"Unit 5889 Box 7282
DPO AE 41177-0399",Low
106,0.7301086095591618,5,7,3,0.6280863532554832,1555320.5000011197,"075 Andrea Green Suite 201
Johnshire, KS 50389",Medium
107,0.4846982941880606,4,4,2,0.6056362304477098,404976.365896227,"6811 Spears Trail Suite 081
East Troy, MS 43910",Medium
108,0.6311911348325242,5,6,2,0.3721434624610391,1073183.759841627,"69401 Danielle Motorway
New Dennis, IL 53971",Medium
109,0.7295002202616461,5,6,2,0.589132589304951,1422195.8794505682,"2276 Riley Flats Suite 975
Johnmouth, NH 39983",Medium
110,0.5150580715960097,4,5,3,0.22052254348544262,340605.2113124609,"91111 Crane Spur
Kathleenmouth, ME 43022-3191",Low
111,0.6274664600380981,5,7,6,0.3125781014349119,1170959.5262846122,"744 Hill Ports
Mooreside, MH 20945-2825",Low
112,0.5706142344903674,6,6,4,0.44269688743338936,942838.1647218134,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176",Medium
113,0.5646648388819256,7,7,4,0.44861464213383895,1401613.9197693218,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788",Medium
114,0.47554642270789144,5,8,3,0.6763620172074518,1175504.48633204,"USS Harrington
FPO AE 12326",High
115,0.5852056783132393,4,5,2,0.516956090834662,608794.2466921951,"246 Michele Lock Suite 093
South Michellemouth, VI 62800",Medium
116,0.5801656541362228,6,7,5,0.38611913072205223,946943.0362171356,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243",Medium
117,0.6863720170558096,7,7,6,0.8437827666939572,1819900.6366437143,"232 Allen Ridge
West Jasonview, CT 93021",High
118,0.7403557599112752,7,6,2,0.4065870929748208,1463130.2729789368,"5042 Ricky Road
New Candice, MN 40661-8809",Medium
119,0.593216661104169,4,7,5,0.6236049467832981,1252391.1798421678,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346",Medium
120,0.6249669849070044,7,7,5,0.6220824176613378,1714445.1746365826,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307",Medium
121,0.6791508152804402,4,7,3,0.71046092414645,1291759.392660681,"8533 Sparks Lodge
New Kevin, GA 98179",High
122,0.807084008152171,6,7,6,0.4125048476752704,1809154.2893631738,"922 Mark Lodge
Matthewton, ID 71131-3139",Medium
123,0.6906490075558354,7,5,2,0.2458597262320277,1200539.361167783,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985",Low
124,0.6265245383709338,6,7,5,0.42750032317835135,1300265.2104154662,"PSC 8479, Box 0952
APO AA 33741",Medium
125,0.6611123588325145,4,6,4,0.491331638442424,997448.7280769936,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463",Medium
126,0.7970652203174295,6,9,3,0.6675715660504733,2152959.4089430883,"255 Sosa Pines Suite 751
Wilsonview, MT 31615",High
127,0.6698022229825445,7,8,5,0.5141983022363942,1629983.8467032425,"156 Conner Lane
East Brittany, MI 26733",Medium
128,0.4160192925276404,4,4,3,0.8243202482009738,497579.4465868728,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408",High
129,0.6267695694483691,5,5,4,0.5377831401444967,890112.5493178923,"67610 Smith Knolls
Brendaberg, MA 55188-7972",Medium
130,0.6936386981366849,5,5,2,0.5699429769753379,1064685.698733535,"504 Robertson Streets
Jamesshire, WA 56754",Medium
131,0.63971427531346,6,7,6,0.5675730023987016,1530124.0163168954,"777 Ross Crossroad
Kaiserville, RI 24445",Medium
132,0.5396200065111025,8,5,4,0.5113112422975826,1246246.8277597644,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408",Medium
133,0.7209101454402829,6,5,4,0.5100759828212752,1240754.932046382,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552",Medium
134,0.6292360765897171,8,6,4,0.4776432398270637,1760734.6903640141,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101",Medium
135,0.6908992752035554,5,7,6,0.6253429281394981,1393746.760467427,"4930 James Flats
New Shannon, NJ 75829-8040",Medium
136,0.6787362312945108,4,8,4,0.4236796368911679,1172385.8977045629,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682",Medium
137,0.5451018023485399,5,6,4,0.2293704485715517,483986.10899252974,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758",Low
138,0.5930828502998761,7,7,3,0.5465592278191925,1388530.1566836066,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904",Medium
139,0.6345593745775081,6,8,6,0.5839186452363511,1721739.3841384957,"4746 Morgan Forge
Diaztown, VT 79978",Medium
140,0.6784010571962956,5,7,6,0.44094454259490673,1276448.7920429741,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208",Medium
141,0.6254983702454472,6,6,2,0.46748825785323395,1161742.677446362,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264",Medium
142,0.6178839503909914,6,5,2,0.24045905689375333,786407.9451174276,"249 Susan Canyon
North Jessica, ID 13412",Low
143,0.6807089623756153,6,8,4,0.5430545381422272,1604920.973458414,"08091 Bush Course
New Michael, RI 47524-7511",Medium
144,0.44271669170910094,6,7,5,0.7312161560448716,1230149.1367864413,"PSC 6933, Box 3805
APO AP 50576",High
145,0.6305463945705239,6,6,4,0.450711710547105,1051644.5540225492,"6798 Smith Junctions
Wolfeton, WY 86565-5079",Medium
146,0.6432383159361118,6,7,5,0.6279283549503741,1415073.6141811854,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763",Medium
147,0.6308784741113829,5,5,3,0.5055514859022422,1043483.9151320348,"68672 Guzman Ridge
Clinefurt, WI 04078-6179",Medium
148,0.8446948600452652,4,8,6,0.6381120638887692,1544379.7477356796,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593",Medium
149,0.574601131110118,5,6,3,0.699875037704141,1352135.9672641808,"USCGC Hess
FPO AE 29193",High
150,0.6443892347403514,7,8,3,0.4207494865055084,1505727.4308014044,"0617 Neal Curve
South Daniel, AS 09326",Medium
151,0.6775110188125797,6,8,4,0.4561123798853794,1416965.9786882403,"412 Janet Radial Suite 115
Kariview, NY 37073-8343",Medium
152,0.7017756062744406,5,6,4,0.4588558050013645,1046721.9761732472,"9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399",Medium
153,0.5221941855199108,5,6,2,0.4703322273451976,939040.0035601156,"3062 Donald Inlet Suite 642
West Matthew, GU 49340",Medium
154,0.7373402629760202,6,7,3,0.2523376567415004,1383031.332366437,"764 Timothy Turnpike
North Audreymouth, TX 02395",Low
155,0.7392473942656156,4,6,3,0.4256761609284555,1072503.237943672,"862 Ryan Flat
West Larryborough, WV 11517",Medium
156,0.6222654233281842,6,7,6,0.3590439666192672,1134397.7577153658,"378 Evans Crest
East Shelbystad, HI 23326",Medium
157,0.5205438324936519,5,5,4,0.5620286982376007,734827.50801229,"09897 Katherine Forge
North Johnside, NC 01211",Medium
158,0.5299596447026622,5,6,4,0.47963976386435125,991892.3174842466,"2367 Noah Center
North Dakotashire, PA 99619-0890",Medium
159,0.7052329177303094,4,7,5,0.4950661438359116,1057252.5826211006,"19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647",Medium
160,0.48816120412988384,7,7,4,0.6007957369184586,1237224.8587518162,"8803 Jackson Ramp
South Thomasland, RI 09631-6361",Medium
161,0.5878530908586643,6,8,4,0.6209333390787263,1442632.5412265589,"87629 Shawn Crossing
North William, MN 71601-6188",Medium
162,0.7662546184064829,6,7,4,0.6312319558753824,1877402.3197269463,"2574 Shannon Alley
South Fred, OR 64217",Medium
163,0.679700592005307,6,7,6,0.5040145932979991,1394518.4154676315,"676 Jose Locks Apt. 415
South Cynthia, SC 89264",Medium
164,0.5232709216608737,5,5,3,0.5466884991597363,953939.3299056444,"4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160",Medium
165,0.6621677523781142,7,7,5,0.31098375490153835,1219778.0342015522,"26847 Weber Ports Apt. 767
North Robinton, FM 43014",Low
166,0.6968025063138835,4,8,3,0.466353542752905,1287325.381856674,"PSC 8891, Box 6475
APO AP 28726-5123",Medium
167,0.7843341573248633,6,5,2,0.5555364042458454,1739893.5550495968,"623 Jackson Road Apt. 492
Sarahville, NM 19973",Medium
168,0.6328837270743904,6,6,3,0.4573763663262521,1213382.2226364696,"0575 Edward Cliff
Miguelmouth, NY 06408",Medium
169,0.5829462742628816,7,4,3,0.5044742247310438,1007478.7484311544,"6660 Alex Park
Barkerfort, WY 52781",Medium
170,0.6221794602515172,6,7,3,0.5707616954654486,1528756.1261500276,"176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326",Medium
171,0.6261481487459055,6,6,2,0.42165438588931503,1182459.7716636744,"203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626",Medium
172,0.6125041636025332,6,7,3,0.5141983022363942,1474546.7621461137,"842 Jackson Parkway
Angelabury, MI 68188-8699",Medium
173,0.39754513302216765,7,7,4,0.681647778687465,1078016.9396491002,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649",High
174,0.7738748066068422,5,5,3,0.6926932965628186,1453381.624303107,"0647 Ramirez Hill
New Crystalport, AZ 33060",High
175,0.7585752434498526,5,6,4,0.5677453641860932,1495012.9648340766,"4233 Chase Fields
East Vanessabury, OR 85375-7861",Medium
176,0.5212894823961173,4,6,4,0.6475632352307493,714148.4147529015,"0606 Ricardo Drive
Williamton, GU 79243",Medium
177,0.5525800260070542,4,5,3,0.6343201045661511,894292.0474101036,"14157 Jones Parkway Suite 319
North Haley, AK 18534",Medium
178,0.7277450312522226,5,5,3,0.4503957139368869,1159841.8313392492,"2579 Pamela Shoals
North Christianhaven, TX 95259",Medium
179,0.6580893700480905,6,7,5,0.517559357090533,1195986.2988348743,"PSC 5171, Box 6452
APO AA 44610-4655",Medium
180,0.5712718258968462,6,9,6,0.3922236106921762,1381430.630188794,"23682 William Glens Apt. 920
Lake Hollystad, CO 20067",Medium
181,0.6064617984815445,7,6,2,0.8014679478892863,1534889.8534666563,"32521 Martinez Highway
Stephaniehaven, NY 78577",High
182,0.7081483771873274,6,6,3,0.5551342267419314,1494125.3298718815,"9109 Omar View Suite 461
East Sarahfort, WI 02969",Medium
183,0.45060888016749967,6,8,5,0.5706755145717528,1356146.2608426227,"5611 Chandler Mill
East Brianfort, AK 51236-0093",Medium
184,0.7697800272513672,5,5,4,0.5575903822122635,1454943.0736612403,"PSC 5599, Box 5942
APO AP 55563-1953",Medium
185,0.5860428916108271,4,5,2,0.6189368150414386,774118.1878354995,"2128 Shawna Orchard Suite 992
New Melissabury, MN 22338",Medium
186,0.7043605353823859,3,4,3,0.5889458640352767,889113.2388612495,"019 Moore Center Apt. 643
West John, KY 54923",Medium
187,0.6392167748973274,4,6,3,0.6950776346217377,1211102.210889241,"Unit 3192 Box 6415
DPO AP 76779-7624",High
188,0.48695836089964495,5,7,3,0.4730469254966174,658646.1847265189,"20185 Mary Crest
South Reneeville, VI 91892",Medium
189,0.6438401222305572,5,7,3,0.5326266500050272,1400104.8707602615,"18067 Williams Roads Suite 683
South Christineton, CO 76227",Medium
190,0.519323534913788,7,6,4,0.6102756352250039,1262017.792059947,"089 Wilson Forks Suite 185
East Gina, PA 98785-6132",Medium
191,0.4949494594051647,4,6,2,0.5610807084069461,553077.2126120757,"9643 Oscar Valley
North Richardstad, ME 14629-9980",Medium
192,0.5290215549578413,6,7,3,0.6661064908576435,1203247.8901339215,"46619 Morgan Squares
Stevenfurt, FM 70548",Medium
193,0.4762827846568237,6,7,6,0.46075178466267364,1115323.0148424057,"407 Silva Inlet Apt. 301
East Carolmouth, SC 73414",Medium
194,0.5941872426101444,7,7,5,0.35546745953088865,1301881.416528581,"USCGC Friedman
FPO AE 57606-0743",Medium
195,0.667724969826979,6,5,4,0.3980695479812126,1006687.3871388726,"038 Anderson Club Suite 485
Richardsonfort, MA 22267",Medium
196,0.5769413974175717,5,7,5,0.2735525200729665,749383.0725554076,"014 Shaun Gardens
Lake Todd, HI 08110",Low
197,0.7246954761969309,5,6,4,0.3991468091524109,1075596.5865851988,"2606 Stout Inlet
Port Brenda, SC 59596-5906",Medium
198,0.6255369283360982,5,6,4,0.35617127016273825,739870.7936402658,"94952 Hall Cliffs Suite 366
West Jessica, MT 23902",Medium
199,0.5511773696997694,7,8,3,0.6423780181267147,1442945.1449720778,"8581 Johnson Ranch Apt. 905
Jacquelinefurt, MH 08716-8228",Medium
200,0.5292681919844653,7,6,3,0.4250728946725844,828497.0670960692,"089 Jessica Dale
West Melissa, PW 59364",Medium
201,0.6405588883066673,6,7,6,0.4686660634004108,1373290.8607785418,"USNS Hamilton
FPO AA 90003",Medium
202,0.658948468076832,4,6,3,0.35668835552491346,925566.331316076,"8016 Hicks Alley Apt. 735
Nicoleside, WV 73615-4795",Medium
203,0.7636984008832153,7,7,6,0.26440298185892186,1552536.7639745462,"04952 Michael Terrace Apt. 414
Port Tammy, GA 56924-1868",Low
204,0.6620733495360717,5,6,2,0.6217089671219891,1335904.5009155408,"3890 Hunt Trail
Davidhaven, OR 04793",Medium
205,0.6584996960306685,5,6,3,0.42214274428692494,960808.291081754,"8398 Sanchez Gateway Suite 937
Mccoyburgh, PA 32814",Medium
206,0.6568088370087849,6,7,6,0.5048476752703925,1405933.0186992486,"67095 Jeffrey Islands Suite 573
West Elizabeth, MI 33061-9433",Medium
207,0.5394326712253549,6,6,3,0.28587638787147557,619087.6936175337,"31995 Moore Brook
New Melissa, MO 19787",Low
208,0.47606941971681604,7,6,2,0.7729133451113888,1329273.2276498622,"Unit 5683 Box 5483
DPO AA 78774-2982",High
209,0.7086848029343907,5,4,3,0.6144554085692535,1261843.8443217382,"77194 Carlson Causeway Apt. 904
West John, KY 70976",Medium
210,0.5903715291331391,5,6,4,0.665603768977751,1175781.4175700566,"73601 Donaldson Squares
Port John, VI 73473",Medium
